ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
221	Tepiman	Blood	ɨra	ɨra	ɨ r a	71
222	Cahita	Blood	ohbo	ohbo	o h b o	72
223	Tarahumaran	Blood	elá	elá	e l a	71
224	ProtoCoracholNahua	Blood	**so	so	s o	70
239	Cora	Bone	karíh	karíh	k a r i h	82
240	Huichol	Bone	u:me	u:me	uː m e	83
242	Tepiman	Bone	*o’oyi	o	o	83
243	Cahita	Bone	*ota	ota	o t a	83
244	Tarahumaran	Bone	*o’	o	o	83
412	Cora	Breasts	?tabí?	?tabí?	t a b i	126
413	Huichol	Breasts	¢i¢I (Grimes)	¢i¢I_	ts i ts i	127
415	Tepiman	Breasts	vipi	vipi	v i p i	128
416	Cahita	Breasts	pípim	pípim	p i p i m	128
417	Tarahumaran	Breasts	piwa/čiwara	piwa	p i w a	127
418	Tarahumaran	Breasts	piwa/čiwara	čiwara	tʃ i w a r a	128
708	Huichol	Burn	tai-riya	tai-riya	t ai + r i j a	214
711	Tepiman	Burn	náda	náda	n a d a	215
712	Cahita	Burn	táha	táha	t a h a	214
713	Tarahumaran	Burn	tahá	tahá	t a h a	214
714	ProtoCoracholNahua	Burn	**taitia	taitia	t ai t i a	214
677	Cora	Cloud	haítɨri	haítɨri	h a i t ɨ r i	203
678	Huichol	Cloud	hai	hai	h ai	203
681	Cahita	Cloud	naámu	naámu	n a m u	205
682	Tarahumaran	Cloud	tomóa	tomóa	t o m o a	206
93	Cora	Cold (it’s cold)	kɨmwáhara/wa-see	kɨmwáhara	k ɨ mʷ a h a r a	29
94	Cora	Cold (it’s cold)	kɨmwáhara/wa-see	wa-see	w a + s eː	30
95	Huichol	Cold (it’s cold)	haɨtɨ	haɨtɨ	h a ɨ t ɨ	31
98	Tepiman	Cold (it’s cold)	*hepi	hepi	h e p i	30
99	Cahita	Cold (it’s cold)	*sewe/	sewe	s e w e	30
100	Tarahumaran	Cold (it’s cold)	*sepi	sepi	s e p i	30
533	Cora	Come	-bé’ene	-bé	b e	157
534	Huichol	Come	ha-mie	ha-mie	h a + m i e	158
536	Tepiman	Come	*yɨwa	yɨwa	j ɨ w a	160
537	Cahita	Come	yépsa	yépsa	j e p s a	160
538	Tarahumaran	Come	noite	noite	n o i t e	161
501	Cora	Die	mɨ’ɨ	mɨ	m ɨ	147
502	Huichol	Die	mɨiya	mɨiya	m ɨ i j a	147
504	Tepiman	Die	muki	muki	m u k i	147
505	Cahita	Die	múuke	múuke	m uː k e	147
506	Tarahumaran	Die	mukú	mukú	m u k u	147
154	Cora	Dog	¢ɨ’ɨ	¢ɨ	ts ɨ	53
155	Huichol	Dog	¢ɨkɨ	¢ɨkɨ	ts ɨ k ɨ	53
158	Tepiman	Dog	*gosi	gosi	g o s i	55
159	Cahita	Dog	ču’u	ču	tʃ u	54
160	Tarahumaran	Dog	*koči	koči	k o tʃ i	55
161	ProtoCoracholNahua	Dog	**¢ukui	¢ukui	ts u k u i	53
437	Cora	Drink	-í’i-	-í	i	134
438	Huichol	Drink	iya	iya	i j a	134
440	Tepiman	Drink	ii	ii	iː	134
441	Cahita	Drink	hee	hee	h eː	134
442	Tarahumaran	Drink	hi	hi	h i	134
443	ProtoCoracholNahua	Drink	**i:	i:	iː	134
83	Cora	Dry	-wa¢i-	wa¢i	w a ts i	27
84	Huichol	Dry	vasiɨȿa’a	vasiɨȿa	v a s i ɨ ʂ a	27
87	Tepiman	Dry	*gak-	gak-	g a k	28
88	Cahita	Dry	*wakia	wakia	w a k i a	28
89	Tarahumaran	Dry	*wakia	wakia	w a k i a	28
90	ProtoCoracholNahua	Dry	*wa-k/*wa-¢	wa-k	w a + k	27
91	ProtoCoracholNahua	Dry	*wa-k/*wa-¢	wa-¢	w a + ts	
304	Cora	Ear	nasáih	nasáih	n a s a i h	101
305	Huichol	Ear	naka	naka	n a k a	101
307	Tepiman	Ear	naaka	naaka	n aː k a	101
308	Cahita	Ear	náka	náka	n a k a	101
309	Tarahumaran	Ear	naká	naká	n a k a	101
310	ProtoCoracholNahua	Ear	**nákàsa	nákàsa	n a k a s a	101
661	Cora	Earth	kweh	kweh	kʷ e h	199
662	Huichol	Earth	kwie	kwie	kʷ i e	199
664	Tepiman	Earth	dɨvirai	dɨvirai	d ɨ v i r ai	200
665	Cahita	Earth	bwiya	bwiya	bʷ i j a	199
666	Tarahumaran	Earth	we’é	we	w e	199
445	Cora	Eat	kwá	kwá	kʷ a	135
446	Huichol	Eat	kwai-ya	kwai-ya	kʷ ai + j a	135
448	Tepiman	Eat	ko’a	ko	k o	135
449	Cahita	Eat	bwa	bwa	bʷ a	135
450	Tarahumaran	Eat	ko’a	ko	k o	135
451	ProtoCoracholNahua	Eat	**kwa	kwa	kʷ a	135
254	Cora	Egg	ta’ú	ta	t a	86
255	Huichol	Egg	tawari	tawari	t a w a r i	86
258	Tepiman	Egg	*no’	no	n o	87
259	Cahita	Egg	káwá	káwá	k a w a	88
260	Tarahumaran	Egg	kawá	kawá	k a w a	88
261	ProtoCoracholNahua	Egg	**tawari ’egg/turkey hen’	tawari_	t a w a r i	86
312	Cora	Eye	hɨ’ɨsí	hɨ	h ɨ	102
313	Huichol	Eye	hɨʂi	hɨʂi	h ɨ ʂ i	102
315	Tepiman	Eye	*vuhi	vuhi	v u h i	102
316	Cahita	Eye	púsi	púsi	p u s i	102
317	Tarahumaran	Eye	pusí	pusí	p u s i	102
318	ProtoCoracholNahua	Eye	**huusi	huusi	h uː s i	102
277	Cora	Feather	aná	aná	a n a	93
278	Huichol	Feather	ana	ana	a n a	93
281	Tepiman	Feather	á’ana	á	a	93
282	Cahita	Feather	mássa	mássa	m a s s a	96
283	Tarahumaran	Feather	masá	masá	m a s a	96
351	Cora	Fingernail, toenail	kú¢ape’e	kú¢ape	k u ts a p e	110
352	Huichol	Fingernail, toenail	ʂɨte	ʂɨte	ʂ ɨ t e	111
354	Tepiman	Fingernail, toenail	huutu	huutu	h uː t u	111
355	Cahita	Fingernail, toenail	sútu	sútu	s u t u	111
356	Tarahumaran	Fingernail, toenail	suhtú	suhtú	s u h t u	111
357	ProtoCoracholNahua	Fingernail, toenail	**sɨté	sɨté	s ɨ t e	111
693	Cora	Fire	taih	taih	t ai h	209
694	Huichol	Fire	tai	tai	t ai	209
696	Tepiman	Fire	tai	tai	t ai	209
697	Cahita	Fire	táhi/náy	táhi	t a h i	209
698	Cahita	Fire	táhi/náy	náy	n a j	210
699	Tarahumaran	Fire	na’í	na	n a	210
138	Cora	Fish	wá’i/	wá	w a	46
139	Huichol	Fish	ke¢ɨ	ke¢ɨ	k e ts ɨ	47
142	Tepiman	Fish	*vatopa	vatopa	v a t o p a	49
143	Cahita	Fish	*kuču	kuču	k u tʃ u	47
144	Tarahumaran	Fish	kočú/*musi	kočú	k o tʃ u	47
145	Tarahumaran	Fish	kočú/*musi	musi	m u s i	
516	Cora	Fly (v)	wará’ara’isiin	wará	w a r a	151
517	Huichol	Fly (v)	wiya	wiya	w i j a	152
519	Tepiman	Fly (v)	nɨ’i	nɨ	n ɨ	154
520	Cahita	Fly (v)	né’e	né	n e	154
521	Tarahumaran	Fly (v)	i’ni	i	i	154
359	Cora	Foot	čepa	čepa	tʃ e p a	112
360	Huichol	Foot	ɨka	ɨka	ɨ k a	112
363	Tepiman	Foot	kɨsa/tára	kɨsa	k ɨ s a	112
364	Tepiman	Foot	kɨsa/tára	tára	t a r a	
365	Cahita	Foot	wókim	wókim	w o k i m	113
366	Tarahumaran	Foot	kasí/talá	kasí	k a s i	112
367	Tarahumaran	Foot	kasí/talá	talá	t a l a	
565	Tepiman	Give	maaka	maaka	m aː k a	170
566	Cahita	Give	máka/míka	máka	m a k a	170
567	Cahita	Give	máka/míka	míka	m i k a	
568	Tarahumaran	Give	ki’ya	ki	k i	171
71	Cora	Good	naá	naá	n a	23
72	Huichol	Good	aiȿɨa	aiȿɨa	ai ʂ ɨ a	24
74	Tepiman	Good	*kɨga	kɨga	k ɨ g a	25
75	Cahita	Good	kiwa	kiwa	k i w a	25
246	Cora	Grease	neéčira’a	neéčira	n eː tʃ i r a	84
247	Huichol	Grease	wi:ya	wi:ya	w iː j a	85
249	Tepiman	Grease	*gii	gii	g iː	85
250	Cahita	Grease	áwira	áwira	a w i r a	85
251	Tarahumaran	Grease	wi’í	wi	w i	85
252	ProtoCoracholNahua	Grease	**¢iya-	¢iya-	ts i j a	84
740	Cora	Green	hamwámwa	hamwámwa	h a mʷ a mʷ a	227
741	Huichol	Green	¢iɨraye	¢iɨraye	ts i ɨ r a j e	228
743	Tepiman	Green	tɨdogi/<*tɨyowi	tɨdogi	t ɨ d o g i	228
744	Cahita	Green	síali	síali	s i a l i	228
745	Tarahumaran	Green	siyó-	siyó-	s i j o	228
746	ProtoCoracholNahua	Green	**síwì	síwì	s i w i	228
287	Cora	Hair	kɨpwá	kɨpwá	k ɨ pʷ a	97
288	Huichol	Hair	kɨpa	kɨpa	k ɨ p a	97
290	Cahita	Hair	cóoni	cóoni	ts o o n i	98
291	Tarahumaran	Hair	kupá	kupá	k u p a	97
292	ProtoCoracholNahua	Hair	**kɨpá	kɨpá	k ɨ p a	97
378	Cora	Hand	mwahka’a	mwahka	mʷ a h k a	117
379	Huichol	Hand	mama	mama	m a m a	117
381	Tepiman	Hand	novi	novi	n o v i	118
382	Cahita	Hand	mam	mam	m a m	117
383	Tarahumaran	Hand	ma/seká	ma	m a	117
384	Tarahumaran	Hand	ma/seká	seká	s e k a	
385	ProtoCoracholNahua	Hand	*ma:	ma:	m aː	119
295	Cora	Head	mu’ú	mu	m u	99
296	Huichol	Head	mu’u	mu	m u	99
299	Tepiman	Head	*mo’o	mo	m o	99
300	Cahita	Head	kova	kova	k o v a	100
301	Tarahumaran	Head	mo’o	mo	m o	99
478	Cora	Hear	namwá	namwá	n a mʷ a	142
479	Huichol	Hear	enarika	enarika	e n a r i k a	142
481	Tepiman	Hear	kahɨ	kahɨ	k a h ɨ	143
482	Cahita	Hear	hikkaha	hikkaha	h i k k a h a	143
483	Tarahumaran	Hear	ake	ake	a k e	143
421	Cora	Heart	sɨéheniu’ukari/(ruurikame ‘animal’)	sɨéheniu	s ɨ h e n i u	129
422	Huichol	Heart	iyari	iyari	i j a r i	130
424	Tepiman	Heart	hura	hura	h u r a	131
425	Cahita	Heart	hiapsi//súla/(yorem ‘person’)	hiapsi	h i a p s i	131
426	Cahita	Heart	hiapsi//súla/(yorem ‘person’)	súla	s u l a	
427	Tarahumaran	Heart	surá	surá	s u r a	131
428	ProtoCoracholNahua	Heart	*yauri	yauri	j au r i	130
77	Huichol	Heavy	heeté	heeté	h eː t e	26
79	Tepiman	Heavy	*vɨti	vɨti	v ɨ t i	26
80	Cahita	Heavy	*vette	vette	v e t t e	26
81	Tarahumaran	Heavy	*pehté	pehté	p e h t e	26
263	Cora	Horn	e’ewá	e	e	89
264	Huichol	Horn	awa	awa	a w a	89
266	Tepiman	Horn	*a’aga	a	a	89
267	Cahita	Horn	*awá	awá	a w a	89
268	Tarahumaran	Horn	*awá	awá	a w a	89
102	Cora	Hot	pɨstí/(sɨka ‘sun’)	pɨstí	p ɨ s t i	33
103	Huichol	Hot	ʂɨka	ʂɨka	ʂ ɨ k a	34
105	Tepiman	Hot	*toni	toni	t o n i	35
106	Cahita	Hot	*sukka	sukka	s u k k a	34
107	Tarahumaran	Hot	*tono/*sukáre	tono	t o n o	35
108	Tarahumaran	Hot	*tono/*sukáre	sukáre	s u k a r e	
508	Cora	Kill	*he’ika	he	h e	148
509	Huichol	Kill	mieriya	mieriya	m i e r i j a	149
511	Tepiman	Kill	mɨ’a	mɨ	m ɨ	149
512	Cahita	Kill	mé’a	mé	m e	149
513	Tarahumaran	Kill	me’á	me	m e	149
370	Cora	Knee	tunú	tunú	t u n u	114
371	Huichol	Knee	ʂatɨ	ʂatɨ	ʂ a t ɨ	115
373	Tepiman	Knee	tóono	tóono	t o o n o	114
374	Cahita	Knee	tóno	tóno	t o n o	114
375	Tarahumaran	Knee	¢opokori	¢opokori	ts o p o k o r i	116
486	Cora	Know	mware’e/(mwa¢ira)	mware	mʷ a r e	144
487	Huichol	Know	maiya	maiya	m ai j a	144
490	Tepiman	Know	matɨ	matɨ	m a t ɨ	144
491	Cahita	Know	ma¢i	ma¢i	m a ts i	144
492	Tarahumaran	Know	pené	pené	p e n e	145
191	Cora	Leef	samwá	samwá	s a mʷ a	65
192	Huichol	Leef	ʂama/(sawa - Grimes)	ʂama	ʂ a m a	65
195	Tepiman	Leef	*haga	haga	h a g a	65
196	Cahita	Leef	sáwa	sáwa	s a w a	65
197	Tarahumaran	Leef	sawá	sawá	s a w a	65
540	Cora	Lie (v)	waka’a	waka	w a k a	162
541	Huichol	Lie (v)	ka	ka	k a	163
543	Tepiman	Lie (v)	*vo(po)	vo	v o	162
544	Cahita	Lie (v)	bó’oka	bó	b o	162
545	Tarahumaran	Lie (v)	po’i	po	p o	162
546	ProtoCoracholNahua	Lie (v)	**wáukà	wáukà	w au k a	162
430	Cora	Liver	neemwa/	neemwa	n eː mʷ a	132
431	Huichol	Liver	nema	nema	n e m a	132
433	Tepiman	Liver	nɨma	nɨma	n ɨ m a	132
434	Cahita	Liver	hémam	hémam	h e m a m	132
435	Tarahumaran	Liver	ema	ema	e m a	132
52	Cora	Long	teé	teé	t eː	17
53	Huichol	Long	e-te:wi	e-te:wi	e + t eː w i	17
55	Tepiman	Long	*tɨvɨ	tɨvɨ	t ɨ v ɨ	17
56	Cahita	Long	*teve	teve	t e v e	17
57	Tarahumaran	Long	*tepih-	tepih-	t e p i h	17
163	Cora	Louse	até	até	a t e	56
164	Huichol	Louse	ate	ate	a t e	56
166	Tepiman	Louse	*aatɨ	aatɨ	aː t ɨ	56
167	Cahita	Louse	étte	étte	e t t e	56
168	Tarahumaran	Louse	ehté	ehté	e h t e	56
169	ProtoCoracholNahua	Louse	**ate	ate	a t e	56
120	Cora	Man	taáta/téteka/ukira¢i ‘old man’	taáta	t a t a	40
121	Cora	Man	taáta/téteka/ukira¢i ‘old man’	téteka	t e t e k a	
122	Cora	Man	taáta/téteka/ukira¢i ‘old man’	ukira¢i_‘old_man	u k i r a ts i	
123	Huichol	Man	uki’	uki	u k i	40
126	Tepiman	Man	*tihoyi	tihoyi	t i h o j i	41
127	Cahita	Man	?/taká  ‘cuerpo’	taká__‘cuerpo	t a k a	42
128	Tarahumaran	Man	*tihoe/*owi	tihoe	t i h o e	41
129	Tarahumaran	Man	*tihoe/*owi	owi	o w i	
130	ProtoCoracholNahua	Man	**oki¢i	oki¢i	o k i ts i	40
13	Cora	Many	mu’i’í	mu	m u	3
14	Huichol	Many	mɨiré (Stubbs)	mɨiré_	m ɨ i r e	4
16	Tepiman	Many	*mui	mui	m u i	3
17	Tarahumaran	Many	*mu	mu	m u	3
226	Cora	Meat	wa’í-raa	wa	w a	74
227	Huichol	Meat	wai	wai	w ai	74
229	Tepiman	Meat	*tukuwa	tukuwa	t u k u w a	76
230	Cahita	Meat	tekua	tekua	t e k u a	76
231	Tarahumaran	Meat	sa’apa	sa	s a	77
585	Cora	Moon	maskɨrai	maskɨrai	m a s k ɨ r ai	177
586	Huichol	Moon	me¢a	me¢a	m e ts a	177
588	Tepiman	Moon	masaada	masaada	m a s aː d a	177
589	Cahita	Moon	mé¢a	mé¢a	m e ts a	177
590	Tarahumaran	Moon	me¢á	me¢á	m e ts a	177
724	Cora	Mountain	hɨri	hɨri	h ɨ r i	217
725	Huichol	Mountain	yemuri	yemuri	j e m u r i	218
727	Tepiman	Mountain	‘oidaga <*huya	oidaga	o i d a g a	217
728	Cahita	Mountain	káwi	káwi	k a w i	220
729	Tarahumaran	Mountain	kawí	kawí	k a w i	220
730	ProtoCoracholNahua	Mountain	**te-pɨ:ti	te-pɨ:ti	t e + p ɨː t i	221
330	Cora	Mouth	teni	teni	t e n i	105
331	Huichol	Mouth	teta	teta	t e t a	105
333	Tepiman	Mouth	tɨɨn	tɨɨn	t ɨː n	105
334	Cahita	Mouth	téni	téni	t e n i	105
335	Tarahumaran	Mouth	¢u’a	¢u	ts u	107
336	ProtoCoracholNahua	Mouth	*te:n	te:n	t eː n	105
778	Cora	Name	tamwa	tamwa	t a mʷ a	242
779	Huichol	Name	tewa	tewa	t e w a	242
781	Tepiman	Name	tɨɨg	tɨɨg	t ɨː g	242
782	Cahita	Name	téwa	téwa	t e w a	242
783	Tarahumaran	Name	tewá	tewá	t e w a	242
784	ProtoCoracholNahua	Name	**tewa-ka	tewa-ka	t e w a + k a	242
404	Cora	Neck	kɨhpí	kɨhpí	k ɨ h p i	124
405	Huichol	Neck	kɨipi	kɨipi	k ɨ i p i	124
407	Tepiman	Neck	kusivo	kusivo	k u s i v o	124
408	Cahita	Neck	kútana//bi’am	kútana	k u t a n a	125
409	Cahita	Neck	kútana//bi’am	bi	b i	
410	Tarahumaran	Neck	kuhtamó	kuhtamó	k u h t a m o	125
60	Cora	New	héhkwa	héhkwa	h e h kʷ a	19
61	Huichol	New	hekwa	hekwa	h e kʷ a	19
64	Tepiman	New	*vetuda	vetuda	v e t u d a	20
65	Cahita	New	*bemela	bemela	b e m e l a	21
66	Tarahumaran	New	kaweruma	kaweruma	k a w e r u m a	22
67	ProtoCoracholNahua	New	**hɨnkwa-ki/**pɨnkwa-k	hɨnkwa-ki	h ɨ n kʷ a + k i	19
68	ProtoCoracholNahua	New	**hɨnkwa-ki/**pɨnkwa-k	pɨnkwa-k	p ɨ n kʷ a + k	
770	Cora	Night	tɨ́ka’a	tɨ́ka	t ɨ k a	240
771	Huichol	Night	tɨkari	tɨkari	t ɨ k a r i	240
773	Tepiman	Night	tukaa	tukaa	t u k aː	240
774	Cahita	Night	tukaria	tukaria	t u k a r i a	240
775	Tarahumaran	Night	tugaó	tugaó	t u g a o	240
320	Cora	Nose	¢u’uri	¢u	ts u	103
321	Huichol	Nose	¢uri	¢uri	ts u r i	103
324	Tepiman	Nose	daak	daak	d aː k	104
325	Cahita	Nose	yéka	yéka	j e k a	104
326	Tarahumaran	Nose	yaká	yaká	j a k a	104
327	ProtoCoracholNahua	Nose	**¢ori-	¢ori-	ts o r i	103
1	Cora	Not, no	kah/ka-pú/ka-mo (Casad 1984)/	kah	k a h	1
2	Cora	Not, no	kah/ka-pú/ka-mo (Casad 1984)/	ka-pú	k a + p u	
3	Cora	Not, no	kah/ka-pú/ka-mo (Casad 1984)/	ka-mo_	k a + m o	
4	Huichol	Not, no	tiʂaɨ	tiʂaɨ	t i ʂ a ɨ	2
7	Tepiman	Not, no	*čo/*káaki	čo	tʃ o	1
8	Tepiman	Not, no	*čo/*káaki	káaki	k aː k i	
9	Cahita	Not, no	*ka	ka	k a	1
10	Tarahumaran	Not, no	*kai	kai	k ai	1
11	ProtoCoracholNahua	Not, no	**ka-mo	ka-mo	k a + m o	1
44	Cora	Old	?bástakɨra’i?	?bástakɨra	b a s t a k ɨ r a	11
45	Huichol	Old	ukira¢i	ukira¢i	u k i r a ts i	12
47	Cahita	Old	*o’ora	o	o	14
19	Cora	One	saɨ́	saɨ́	s a ɨ	5
20	Huichol	One	ʂewi	ʂewi	ʂ e w i	5
22	Tepiman	One	*hɨ	hɨ	h ɨ	5
23	Cahita	One	*sen-	sen-	s e n	5
24	Tarahumaran	One	*pire	pire	p i r e	6
25	ProtoCoracholNahua	One	**samwi	samwi	s a mʷ i	5
715	Cora	Path	huye	huye	h u j e	216
716	Huichol	Path	huye	huye	h u j e	216
718	Tepiman	Path	voi	voi	v o i	216
719	Cahita	Path	vó’o	vó	v o	216
720	Tarahumaran	Path	powé	powé	p o w e	216
721	ProtoCoracholNahua	Path	**ho-ye	ho-ye	h o + j e	216
132	Cora	Person	tyevi (Stubbs)	tyevi_	t j e v i	43
133	Huichol	Person	tewi	tewi	t e w i	43
135	Cahita	Person	*yore/	yore	j o r e	44
625	Cora	Rain (n)	biite	biite	b iː t e	188
626	Huichol	Rain (n)	wiyeri	wiyeri	w i j e r i	188
628	Tepiman	Rain (n)	duku	duku	d u k u	189
629	Cahita	Rain (n)	yúke	yúke	j u k e	189
630	Tarahumaran	Rain (n)	yu’kí	yu	j u	189
631	ProtoCoracholNahua	Rain (n)	**wi	wi	w i	188
732	Cora	Red	tapa’u	tapa	t a p a	222
733	Huichol	Red	ʂeta	ʂeta	ʂ e t a	223
736	Tepiman	Red	vɨgi/<*pɨwi	vɨgi	v ɨ g i	225
737	Cahita	Red	síkili	síkili	s i k i l i	226
738	Tarahumaran	Red	setá	setá	s e t a	223
199	Cora	Root	iínee	iínee	iː n eː	66
200	Huichol	Root	nana/inieeri (Stubbs)	nana	n a n a	66
201	Huichol	Root	nana/inieeri (Stubbs)	inieeri_	i n i e e r i	
203	Tepiman	Root	*tatka/	tatka	t a t k a	67
204	Cahita	Root	náwa	náwa	n a w a	66
205	Tarahumaran	Root	nawá	nawá	n a w a	66
206	ProtoCoracholNahua	Root	*(i)neri-wa	neri-wa	n e r i + w a	66
794	Cora	Rope	káhunari	káhunari	k a h u n a r i	247
795	Huichol	Rope	witari	witari	w i t a r i	248
797	Tepiman	Rope	tɨrovini	tɨrovini	t ɨ r o v i n i	250
798	Cahita	Rope	witeri	witeri	w i t e r i	248
799	Tarahumaran	Rope	witári	witári	w i t a r i	248
669	Cora	Salt	unáh	unáh	u n a h	201
670	Huichol	Salt	una	una	u n a	201
672	Tepiman	Salt	ona	ona	o n a	201
673	Cahita	Salt	óna	óna	o n a	201
674	Tarahumaran	Salt	oná	oná	o n a	201
651	Cora	Sand	seh	seh	s e h	197
652	Huichol	Sand	ʂiekari	ʂiekari	ʂ i e k a r i	197
654	Tepiman	Sand	orai	orai	o r ai	198
655	Cahita	Sand	sée’e	sée	s eː	197
656	Tarahumaran	Sand	saté/seté	saté	s a t e	197
657	Tarahumaran	Sand	saté/seté	seté	s e t e	
658	ProtoCoracholNahua	Sand	**sihar-	sihar-	s i h a r	197
468	Cora	See	séihra	séihra	s e i h r a	140
469	Huichol	See	ʂeiya	ʂeiya	ʂ ei j a	140
473	Tepiman	See	tɨɨga	tɨɨga	t ɨː g a	140
474	Cahita	See	téwa	téwa	t e w a	141
475	Tarahumaran	See	tewa	tewa	t e w a	141
476	ProtoCoracholNahua	See	*¢eiya	¢eiya	ts ei j a	140
208	Cora	Seed	ha¢i	ha¢i	h a ts i	68
209	Huichol	Seed	ha¢i	ha¢i	h a ts i	68
211	Tepiman	Seed	*ɨ¢itukai	ɨ¢itukai	ɨ ts i t u k ai	69
212	Cahita	Seed	ba¢ia	ba¢ia	b a ts i a	68
213	Tarahumaran	Seed	pah¢i/tarí	pah¢i	p a h ts i	68
214	Tarahumaran	Seed	pah¢i/tarí	tarí	t a r i	
215	ProtoCoracholNahua	Seed	**ha¢i	ha¢i	h a ts i	68
570	Cora	Sing	čwíka	čwíka	tʃʷ i k a	172
571	Huichol	Sing	kwikariya	kwikariya	kʷ i k a r i j a	172
573	Tepiman	Sing	nɨ’i	nɨ	n ɨ	173
574	Cahita	Sing	bwíka	bwíka	bʷ i k a	172
575	Tarahumaran	Sing	wikatá	wikatá	w i k a t a	172
548	Cora	Sit	auhká < wauhká/(yeih sentar)	auhká	au h k a	164
549	Huichol	Sit	ka/(yáa)	ka	k a	165
551	Tepiman	Sit	dahi	dahi	d a h i	166
552	Cahita	Sit	yésasa	yésasa	j e s a s a	166
553	Tarahumaran	Sit	yasipá	yasipá	j a s i p a	166
554	ProtoCoracholNahua	Sit	**yeih	yeih	j ei h	166
232	Cora	Skin	nabíh	nabíh	n a b i h	78
233	Huichol	Skin	nawi	nawi	n a w i	78
235	Tepiman	Skin	*ɨLida	ɨLida	ɨ ʟ i d a	80
236	Cahita	Skin	*beewa	beewa	b eː w a	79
237	Tarahumaran	Skin	wi’¢i	wi	w i	81
601	Cora	Sky	tahapwá	tahapwá	t a h a pʷ a	181
602	Huichol	Sky	muyuawi¢ie	muyuawi¢ie	m u j u a w i ts i e	182
604	Tepiman	Sky	tɨvagi	tɨvagi	t ɨ v a g i	183
605	Cahita	Sky	téeka	téeka	t eː k a	183
606	Tarahumaran	Sky	teweká	teweká	t e w e k a	183
494	Cora	Sleep	ku¢i	ku¢i	k u ts i	146
495	Huichol	Sleep	ku¢i	ku¢i	k u ts i	146
497	Tepiman	Sleep	koosig	koosig	k oː s i g	146
498	Cahita	Sleep	kotče	kotče	k o t tʃ e	146
499	Tarahumaran	Sleep	ko¢i-	ko¢i-	k o ts i	146
49	Cora	Small	kɨlen	kɨlen	k ɨ l e n	15
686	Cora	Smoke (n)	kɨɨ¢í	kɨɨ¢í	k ɨː ts i	207
687	Huichol	Smoke (n)	kɨ¢i	kɨ¢i	k ɨ ts i	207
689	Tepiman	Smoke (n)	kubusi	kubusi	k u b u s i	207
690	Cahita	Smoke (n)	bwíiči	bwíiči	bʷ i i tʃ i	207
691	Tarahumaran	Smoke (n)	moré-	moré-	m o r e	208
171	Cora	Snake	kú’uku’u	kú	k u	57
