ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
3877	Latin	concept_1007	kɛlsɪtuːdɪnɛm	kɛlsɪtuːdɪnɛm	k ɛ l s ɪ t uː d ɪ n ɛ m		1007
3878	French	concept_1008	sɛlt	sɛlt	s ɛ l t		1008
3879	Italian	concept_1008	tʃɛlta	tʃɛlta	tʃ ɛ l t a		1008
3880	Spanish	concept_1008	θelta	θelta	θ e l t a		1008
3881	Portuguese	concept_1008	seltɐ	seltɐ	s e l t ɐ		1008
3882	Latin	concept_1008	kɛltam	kɛltam	k ɛ l t a m		1008
3883	French	concept_1009	senakl	senakl	s e n a k l		1009
3884	Spanish	concept_1009	θenakulo	θenakulo	θ e n a k u l o		1009
3885	Latin	concept_1009	keːnaːkʊlʊm	keːnaːkʊlʊm	k eː n aː k ʊ l ʊ m		1009
400	French	concept_101	abʁɔ̃pʁ	abʁɔ̃pʁ	a b ʁ ɔ̃ p ʁ		101
401	Latin	concept_101	abrʊmpɛrɛ	abrʊmpɛrɛ	a b r ʊ m p ɛ r ɛ		101
3886	Romanian	concept_1010	tʃina	tʃina	tʃ i n a		1010
3887	Italian	concept_1010	tʃenare	tʃenare	tʃ e n a r e		1010
3888	Spanish	concept_1010	θenaɾ	θenaɾ	θ e n a ɾ		1010
3889	Portuguese	concept_1010	siaɹ	siaɹ	s i/j a ɹ		1010
3890	Latin	concept_1010	keːnaːrɛ	keːnaːrɛ	k eː n aː r ɛ		1010
3891	Romanian	concept_1011	tʃenzor	tʃenzor	tʃ e n z o r		1011
3892	French	concept_1011	sɑ̃sœʁ	sɑ̃sœʁ	s ɑ̃ s œ ʁ		1011
3893	Italian	concept_1011	tʃensore	tʃensore	tʃ e n s o r e		1011
3894	Spanish	concept_1011	θensoɾ	θensoɾ	θ e n s o ɾ		1011
3895	Portuguese	concept_1011	seɪŋsoɹ	seɪŋsoɹ	s eɪ ŋ s o ɹ		1011
3896	Latin	concept_1011	keːnsoːrɛm	keːnsoːrɛm	k eː n s oː r ɛ m		1011
3897	French	concept_1012	sɑ̃syʁ	sɑ̃syʁ	s ɑ̃ s y ʁ		1012
3898	Spanish	concept_1012	θensuɾa	θensuɾa	θ e n s u ɾ a		1012
3899	Latin	concept_1012	keːnsuːram	keːnsuːram	k eː n s uː r a m		1012
3900	French	concept_1013	sɑ̃toʁe	sɑ̃toʁe	s ɑ̃ t o ʁ e		1013
3901	Italian	concept_1013	tʃentaurea	tʃentaurea	tʃ e n t au r ea		1013
3902	Portuguese	concept_1013	seɪŋtaʊɾiɐ	seɪŋtaʊɾiɐ	s eɪ ŋ t aʊ ɾ i/j ɐ		1013
3903	Latin	concept_1013	kɛntaʊreːam	kɛntaʊreːam	k ɛ n t aʊ r eːa m		1013
3904	Romanian	concept_1014	tʃentuɾje	tʃentuɾje	tʃ e n t u ɾ j e		1014
3905	French	concept_1014	sɑ̃tyʁi	sɑ̃tyʁi	s ɑ̃ t y ʁ i		1014
3906	Italian	concept_1014	tʃenturia	tʃenturia	tʃ e n t u r i/j a		1014
3907	Spanish	concept_1014	θentuɾja	θentuɾja	θ e n t u ɾ j a		1014
3908	Portuguese	concept_1014	seɪŋtuɾjɐ	seɪŋtuɾjɐ	s eɪ ŋ t u ɾ j ɐ		1014
3909	Latin	concept_1014	kɛntʊrɪam	kɛntʊrɪam	k ɛ n t ʊ r ɪ/j a m		1014
3910	Romanian	concept_1015	tʃeapə	tʃeapə	tʃ ea p ə		1015
3911	French	concept_1015	siv	siv	s i v		1015
3912	Latin	concept_1015	keːpam	keːpam	k eː p a m		1015
3913	French	concept_1016	sefale	sefale	s e f a l e		1016
3914	Italian	concept_1016	tʃefalɛa	tʃefalɛa	tʃ e f a l ɛ a		1016
3915	Spanish	concept_1016	θefalea	θefalea	θ e f a l ea		1016
3916	Portuguese	concept_1016	sefɐlɛɪɐ	sefɐlɛɪɐ	s e f ɐ l ɛ ɪ/j ɐ		1016
3917	Latin	concept_1016	kɛpʰalaɪam	kɛpʰalaɪam	k ɛ pʰ a l aɪ a m		1016
3918	French	concept_1017	sibul	sibul	s i b u l		1017
3919	Italian	concept_1017	tʃipolla	tʃipolla	tʃ i p o lː a		1017
3920	Spanish	concept_1017	θeβoʎa	θeβoʎa	θ e β o ʎ a		1017
3921	Portuguese	concept_1017	sebolɐ	sebolɐ	s e b o l ɐ		1017
3922	Latin	concept_1017	keːpʊllam	keːpʊllam	k eː p ʊ lː a m		1017
3923	Italian	concept_1018	tʃeraste	tʃeraste	tʃ e r a s t e		1018
3924	Latin	concept_1018	kɛrasteːn	kɛrasteːn	k ɛ r a s t eː n		1018
3925	Spanish	concept_1019	θiɾuelo	θiɾuelo	θ i ɾ u e l o		1019
3926	Latin	concept_1019	keːrɛɔlʊm	keːrɛɔlʊm	k eː r ɛ ɔ l ʊ m		1019
402	Portuguese	concept_102	ɐbɹupsɐ̃ʊ̃	ɐbɹupsɐ̃ʊ̃	ɐ b ɹ u p s ɐ̃ʊ̃		102
403	Latin	concept_102	abrʊptɪoːnɛm	abrʊptɪoːnɛm	a b r ʊ p t ɪ/j oː n ɛ m		102
3927	French	concept_1020	sjɛʁʒ	sjɛʁʒ	s j ɛ ʁ ʒ		1020
3928	Italian	concept_1020	tʃero	tʃero	tʃ e r o		1020
3929	Spanish	concept_1020	θiɾjo	θiɾjo	θ i ɾ j o		1020
3930	Latin	concept_1020	keːrɛʊm	keːrɛʊm	k eː r ɛu m		1020
3931	Romanian	concept_1021	tʃerne	tʃerne	tʃ e r n e		1021
3932	Italian	concept_1021	tʃɛrnere	tʃɛrnere	tʃ ɛ r n e r e		1021
3933	Spanish	concept_1021	θeɾniɾ	θeɾniɾ	θ e ɾ n i ɾ		1021
3934	Portuguese	concept_1021	sɨɾəniɹ	sɨɾəniɹ	s ɨ ɾ ə n i ɹ		1021
3935	Latin	concept_1021	kɛrnɛrɛ	kɛrnɛrɛ	k ɛ r n ɛ r ɛ		1021
3936	Romanian	concept_1022	tʃeɾos	tʃeɾos	tʃ e ɾ o s		1022
3937	French	concept_1022	siʁø	siʁø	s i ʁ ø		1022
3938	Italian	concept_1022	tʃerozo	tʃerozo	tʃ e r o z o		1022
3939	Spanish	concept_1022	θeɾoso	θeɾoso	θ e ɾ o s o		1022
3940	Portuguese	concept_1022	seɾozʊ	seɾozʊ	s e ɾ o z ʊ		1022
3941	Latin	concept_1022	keːroːsʊm	keːroːsʊm	k eː r oː s ʊ m		1022
3942	Italian	concept_1023	tʃertame	tʃertame	tʃ e r t a m e		1023
3943	Spanish	concept_1023	θeɾtamen	θeɾtamen	θ e ɾ t a m e n		1023
3944	Latin	concept_1023	kɛrtaːmɛn	kɛrtaːmɛn	k ɛ r t aː m ɛ n		1023
3945	Romanian	concept_1024	tʃertitudʲine	tʃertitudʲine	tʃ e r t i t u dʲ i n e		1024
3946	French	concept_1024	sɛʁtityd	sɛʁtityd	s ɛ ʁ t i t y d		1024
3947	Italian	concept_1024	tʃertitudine	tʃertitudine	tʃ e r t i t u d i n e		1024
3948	Spanish	concept_1024	θeɾtiðumbɾe	θeɾtiðumbɾe	θ e ɾ t i ð u m b ɾ e		1024
3949	Latin	concept_1024	kɛrtɪtuːdɪnɛm	kɛrtɪtuːdɪnɛm	k ɛ r t ɪ t uː d ɪ n ɛ m		1024
3950	Romanian	concept_1025	tʃerta	tʃerta	tʃ e r t a		1025
3951	Italian	concept_1025	tʃertare	tʃertare	tʃ e r t a r e		1025
3952	Portuguese	concept_1025	sɨɾətaɹ	sɨɾətaɹ	s ɨ ɾ ə t a ɹ		1025
3953	Latin	concept_1025	kɛrtaːrɛ	kɛrtaːrɛ	k ɛ r t aː r ɛ		1025
3954	Romanian	concept_1026	tʃert	tʃert	tʃ e r t		1026
3955	French	concept_1026	sɛʁtɛ̃	sɛʁtɛ̃	s ɛ ʁ t ɛ̃		1026
3956	Italian	concept_1026	tʃɛrto	tʃɛrto	tʃ ɛ r t o		1026
3957	Spanish	concept_1026	θjeɾto	θjeɾto	θ j e ɾ t o		1026
3958	Portuguese	concept_1026	sɛɾətʊ	sɛɾətʊ	s ɛ ɾ ə t ʊ		1026
3959	Latin	concept_1026	kɛrtʊm	kɛrtʊm	k ɛ r t ʊ m		1026
3960	Romanian	concept_1027	tʃerbə	tʃerbə	tʃ e r b ə		1027
3961	Italian	concept_1027	tʃɛrva	tʃɛrva	tʃ ɛ r v a		1027
3962	Spanish	concept_1027	θjeɾβa	θjeɾβa	θ j e ɾ β a		1027
3963	Latin	concept_1027	kɛrwam	kɛrwam	k ɛ r w a m		1027
3964	French	concept_1028	sɛʁvwaz	sɛʁvwaz	s ɛ ʁ v w a z		1028
3965	Italian	concept_1028	tʃervodʒia	tʃervodʒia	tʃ e r v o dʒ i/j a		1028
3966	Spanish	concept_1028	θeɾβeθa	θeɾβeθa	θ e ɾ β e θ a		1028
3967	Portuguese	concept_1028	seɾəveʒɐ	seɾəveʒɐ	s e ɾ ə v e ʒ ɐ		1028
3968	Latin	concept_1028	kɛrwɛsɪam	kɛrwɛsɪam	k ɛ r w ɛ s ɪ/j a m		1028
3969	Italian	concept_1029	tʃervino	tʃervino	tʃ e r v i n o		1029
3970	Spanish	concept_1029	θeɾβino	θeɾβino	θ e ɾ β i n o		1029
3971	Portuguese	concept_1029	seɾəvinʊ	seɾəvinʊ	s e ɾ ə v i n ʊ		1029
3972	Latin	concept_1029	kɛrwiːnʊm	kɛrwiːnʊm	k ɛ r w iː n ʊ m		1029
404	French	concept_103	absis	absis	a b s i s		103
405	Spanish	concept_103	aβsθisa	aβsθisa	a β s θ i s a		103
406	Latin	concept_103	abskɪndɛrɛ	abskɪndɛrɛ	a b s k ɪ n d ɛ r ɛ		103
3973	French	concept_1030	sɛʁvwaz	sɛʁvwaz	s ɛ ʁ v w a z		1030
3974	Italian	concept_1030	tʃervodʒia	tʃervodʒia	tʃ e r v o dʒ i/j a		1030
3975	Spanish	concept_1030	θeɾβeθa	θeɾβeθa	θ e ɾ β e θ a		1030
3976	Portuguese	concept_1030	seɾəveʒɐ	seɾəveʒɐ	s e ɾ ə v e ʒ ɐ		1030
3977	Latin	concept_1030	kɛrwɪsɪam	kɛrwɪsɪam	k ɛ r w ɪ s ɪ/j a m		1030
3978	French	concept_1031	sɛsasjɔ̃	sɛsasjɔ̃	s ɛ s a s j ɔ̃		1031
3979	Italian	concept_1031	tʃessatsione	tʃessatsione	tʃ e sː a ts i/j o n e		1031
3980	Spanish	concept_1031	θesaθjon	θesaθjon	θ e s a θ j o n		1031
3981	Portuguese	concept_1031	sesɐsɐ̃ʊ̃	sesɐsɐ̃ʊ̃	s e s ɐ s ɐ̃ʊ̃		1031
3982	Latin	concept_1031	kɛssaːtɪoːnɛm	kɛssaːtɪoːnɛm	k ɛ sː aː t ɪ/j oː n ɛ m		1031
3983	French	concept_1032	sɛse	sɛse	s ɛ s e		1032
3984	Italian	concept_1032	tʃessare	tʃessare	tʃ e sː a r e		1032
3985	Spanish	concept_1032	θesaɾ	θesaɾ	θ e s a ɾ		1032
3986	Portuguese	concept_1032	sɨsaɹ	sɨsaɹ	s ɨ s a ɹ		1032
3987	Latin	concept_1032	kɛssaːrɛ	kɛssaːrɛ	k ɛ sː aː r ɛ		1032
3988	Italian	concept_1033	kalare	kalare	k a l a r e		1033
3989	Spanish	concept_1033	kalaɾ	kalaɾ	k a l a ɾ		1033
3990	Portuguese	concept_1033	kɐlaɹ	kɐlaɹ	k ɐ l a ɹ		1033
3991	Latin	concept_1033	kʰalaːrɛ	kʰalaːrɛ	kʰ a l aː r ɛ		1033
3992	French	concept_1034	kaʁaktɛʁ	kaʁaktɛʁ	k a ʁ a k t ɛ ʁ		1034
3993	Italian	concept_1034	kaɾattere	kaɾattere	k a ɾ a tː e r e		1034
3994	Spanish	concept_1034	kaɾakteɾ	kaɾakteɾ	k a ɾ a k t e ɾ		1034
3995	Portuguese	concept_1034	kɐɾatɨɹ	kɐɾatɨɹ	k ɐ ɾ a t ɨ ɹ		1034
3996	Latin	concept_1034	kʰarakteːrɛm	kʰarakteːrɛm	kʰ a r a k t eː r ɛ m		1034
3997	Portuguese	concept_1035	kɐɾətulaɾjʊ	kɐɾətulaɾjʊ	k ɐ ɾ ə t u l a ɾ j ʊ		1035
3998	Latin	concept_1035	kʰartʊlaːrɪʊm	kʰartʊlaːrɪʊm	kʰ a r t ʊ l aː r ɪ/j ʊ m		1035
3999	French	concept_1036	ʃelidʁ	ʃelidʁ	ʃ e l i d ʁ		1036
4000	Latin	concept_1036	kʰɛlydrʊm	kʰɛlydrʊm	kʰ ɛ l y d r ʊ m		1036
4001	French	concept_1037	kolɛʁ	kolɛʁ	k o l ɛ ʁ		1037
4002	Italian	concept_1037	kɔllera	kɔllera	k ɔ lː e r a		1037
4003	Latin	concept_1037	kʰɔlɛram	kʰɔlɛram	kʰ ɔ l ɛ r a m		1037
4004	French	concept_1038	koʁe	koʁe	k o ʁ e		1038
4005	Italian	concept_1038	korɛa	korɛa	k o r ɛ a		1038
4006	Spanish	concept_1038	koɾea	koɾea	k o ɾ ea		1038
4007	Portuguese	concept_1038	kuɾɛɪɐ	kuɾɛɪɐ	k u ɾ ɛ ɪ/j ɐ		1038
4008	Latin	concept_1038	kʰɔreːam	kʰɔreːam	kʰ ɔ r eːa m		1038
4009	Romanian	concept_1039	kor	kor	k o r		1039
4010	French	concept_1039	kœʁ	kœʁ	k œ ʁ		1039
4011	Italian	concept_1039	kɔro	kɔro	k ɔ r o		1039
4012	Spanish	concept_1039	koɾo	koɾo	k o ɾ o		1039
4013	Portuguese	concept_1039	koɾʊ	koɾʊ	k o ɾ ʊ		1039
4014	Latin	concept_1039	kʰɔrʊm	kʰɔrʊm	kʰ ɔ r ʊ m		1039
407	Portuguese	concept_104	ɐbsisɐ	ɐbsisɐ	ɐ b s i s ɐ		104
408	Latin	concept_104	abskɪssam	abskɪssam	a b s k ɪ sː a m		104
4015	French	concept_1040	kʁonik	kʁonik	k ʁ o n i k		1040
4016	Italian	concept_1040	krɔniko	krɔniko	k r ɔ n i k o		1040
4017	Spanish	concept_1040	kɾoniko	kɾoniko	k ɾ o n i k o		1040
4018	Portuguese	concept_1040	kɹɔnikʊ	kɹɔnikʊ	k ɹ ɔ n i k ʊ		1040
4019	Latin	concept_1040	kʰrɔnɪkʊm	kʰrɔnɪkʊm	kʰ r ɔ n ɪ k ʊ m		1040
4020	Italian	concept_1041	ktɔnio	ktɔnio	k t ɔ n i/j o		1041
4021	Latin	concept_1041	keːhtʰɔnɪʊm	keːhtʰɔnɪʊm	k eː h tʰ ɔ n ɪ/j ʊ m		1041
4022	Italian	concept_1042	tʃibatsione	tʃibatsione	tʃ i b a ts i/j o n e		1042
4023	Spanish	concept_1042	θeβaθjon	θeβaθjon	θ e β a θ j o n		1042
4024	Portuguese	concept_1042	sibɐsɐ̃ʊ̃	sibɐsɐ̃ʊ̃	s i b ɐ s ɐ̃ʊ̃		1042
4025	Latin	concept_1042	kɪbaːtɪoːnɛm	kɪbaːtɪoːnɛm	k ɪ b aː t ɪ/j oː n ɛ m		1042
4026	Italian	concept_1043	tʃibare	tʃibare	tʃ i b a r e		1043
4027	Spanish	concept_1043	θeβaɾ	θeβaɾ	θ e β a ɾ		1043
4028	Portuguese	concept_1043	sɨvaɹ	sɨvaɹ	s ɨ v a ɹ		1043
4029	Latin	concept_1043	kɪbaːrɛ	kɪbaːrɛ	k ɪ b aː r ɛ		1043
4030	Romanian	concept_1044	tʃib	tʃib	tʃ i b		1044
4031	Italian	concept_1044	tʃibo	tʃibo	tʃ i b o		1044
4032	Spanish	concept_1044	θiβo	θiβo	θ i β o		1044
4033	Portuguese	concept_1044	sibʊ	sibʊ	s i b ʊ		1044
4034	Latin	concept_1044	kɪbʊm	kɪbʊm	k ɪ b ʊ m		1044
4035	Romanian	concept_1045	tʃikadə	tʃikadə	tʃ i k a d ə		1045
4036	French	concept_1045	siɡal	siɡal	s i g a l		1045
4037	Italian	concept_1045	tʃikala	tʃikala	tʃ i k a l a		1045
4038	Spanish	concept_1045	θiɣara	θiɣara	θ i ɣ a r a		1045
4039	Portuguese	concept_1045	siɡaʁɐ	siɡaʁɐ	s i g a ʁ ɐ		1045
4040	Latin	concept_1045	kɪkaːdam	kɪkaːdam	k ɪ k aː d a m		1045
4041	Romanian	concept_1046	tʃukuɾe	tʃukuɾe	tʃ u k u ɾ e		1046
4042	French	concept_1046	ʃiʃ	ʃiʃ	ʃ i ʃ		1046
4043	Italian	concept_1046	tʃiko	tʃiko	tʃ i k o		1046
4044	Spanish	concept_1046	tʃiko	tʃiko	tʃ i k o		1046
4045	Latin	concept_1046	kɪkkʊm	kɪkkʊm	k ɪ kː ʊ m		1046
4046	French	concept_1047	ʃiʃ	ʃiʃ	ʃ i ʃ		1047
4047	Italian	concept_1047	tʃetʃe	tʃetʃe	tʃ e tʃ e		1047
4048	Spanish	concept_1047	tʃitʃaɾo	tʃitʃaɾo	tʃ i tʃ a ɾ o		1047
4049	Latin	concept_1047	kɪkɛr	kɪkɛr	k ɪ k ɛ r		1047
4050	Italian	concept_1048	tʃitʃɛrkia	tʃitʃɛrkia	tʃ i tʃ ɛ r k i/j a		1048
4051	Latin	concept_1048	kɪkɛrkʊlam	kɪkɛrkʊlam	k ɪ k ɛ r k ʊ l a m		1048
4052	Romanian	concept_1049	tʃikɔaɾe	tʃikɔaɾe	tʃ i k ɔ a ɾ e		1049
4053	French	concept_1049	ʃikoʁe	ʃikoʁe	ʃ i k o ʁ e		1049
4054	Italian	concept_1049	tʃikɔria	tʃikɔria	tʃ i k ɔ r i/j a		1049
4055	Spanish	concept_1049	atʃikoɾja	atʃikoɾja	a tʃ i k o ɾ j a		1049
4056	Portuguese	concept_1049	ʃikɔɾjɐ	ʃikɔɾjɐ	ʃ i k ɔ ɾ j ɐ		1049
4057	Latin	concept_1049	kɪkʰɔrɪʊm	kɪkʰɔrɪʊm	k ɪ kʰ ɔ r ɪ/j ʊ m		1049
409	Romanian	concept_105	askunde	askunde	a s k u n d e		105
410	French	concept_105	abskɔ̃dʁ	abskɔ̃dʁ	a b s k ɔ̃ d ʁ		105
411	Italian	concept_105	askondere	askondere	a s k o n d e r e		105
412	Spanish	concept_105	eskondeɾ	eskondeɾ	e s k o n d e ɾ		105
413	Portuguese	concept_105	ʃkuŋdeɹ	ʃkuŋdeɹ	ʃ k u ŋ d e ɹ		105
414	Latin	concept_105	abskɔndɛrɛ	abskɔndɛrɛ	a b s k ɔ n d ɛ r ɛ		105
4058	French	concept_1050	sisɛ̃dɛl	sisɛ̃dɛl	s i s ɛ̃ d ɛ l		1050
4059	Latin	concept_1050	kɪkɪndeːlam	kɪkɪndeːlam	k ɪ k ɪ n d eː l a m		1050
4060	French	concept_1051	siɡɔɲ	siɡɔɲ	s i g ɔ ɲ		1051
4061	Italian	concept_1051	tʃikoɲɲa	tʃikoɲɲa	tʃ i k o ɲː a		1051
4062	Spanish	concept_1051	θiɣueɲa	θiɣueɲa	θ i ɣ u e ɲ a		1051
4063	Portuguese	concept_1051	seɡoɲɐ	seɡoɲɐ	s e g o ɲ ɐ		1051
4064	Latin	concept_1051	kɪkoːnɪam	kɪkoːnɪam	k ɪ k oː n ɪ/j a m		1051
4065	Romanian	concept_1052	kukutə	kukutə	k u k u t ə		1052
4066	Italian	concept_1052	tʃikuta	tʃikuta	tʃ i k u t a		1052
4067	Spanish	concept_1052	θikuta	θikuta	θ i k u t a		1052
4068	Portuguese	concept_1052	sikutɐ	sikutɐ	s i k u t ɐ		1052
4069	Latin	concept_1052	kɪkuːtam	kɪkuːtam	k ɪ k uː t a m		1052
4070	French	concept_1053	ʃifʁ	ʃifʁ	ʃ i f ʁ		1053
4071	Latin	concept_1053	kɪfram	kɪfram	k ɪ f r a m		1053
4072	Romanian	concept_1054	tʃiliw	tʃiliw	tʃ i l iu̯		1054
4073	French	concept_1054	sil	sil	s i l		1054
4074	Italian	concept_1054	tʃiʎo	tʃiʎo	tʃ i ʎ o		1054
4075	Spanish	concept_1054	θexo	θexo	θ e x o		1054
4076	Portuguese	concept_1054	seʎʊ	seʎʊ	s e ʎ ʊ		1054
4077	Latin	concept_1054	kɪlɪʊm	kɪlɪʊm	k ɪ l ɪ/j ʊ m		1054
4078	Romanian	concept_1055	tʃintʃe	tʃintʃe	tʃ i n tʃ e		1055
4079	Italian	concept_1055	tʃimitʃe	tʃimitʃe	tʃ i m i tʃ e		1055
4080	Spanish	concept_1055	tʃisme	tʃisme	tʃ i s m e		1055
4081	Portuguese	concept_1055	ʃiʒmɨ	ʃiʒmɨ	ʃ i ʒ m ɨ		1055
4082	Latin	concept_1055	kiːmɪkɛm	kiːmɪkɛm	k iː m ɪ k ɛ m		1055
4083	Italian	concept_1056	tʃimoza	tʃimoza	tʃ i m o z a		1056
4084	Latin	concept_1056	kɪmʊssam	kɪmʊssam	k ɪ m ʊ sː a m		1056
4085	Italian	concept_1057	tʃintʃinno	tʃintʃinno	tʃ i n tʃ i nː o		1057
4086	Latin	concept_1057	kɪŋkɪnnʊm	kɪŋkɪnnʊm	k ɪ ŋ k ɪ nː ʊ m		1057
4087	Romanian	concept_1058	tʃentuɾə	tʃentuɾə	tʃ e n t u ɾ ə		1058
4088	French	concept_1058	sɛ̃tyʁ	sɛ̃tyʁ	s ɛ̃ t y ʁ		1058
4089	Italian	concept_1058	tʃintura	tʃintura	tʃ i n t u r a		1058
4090	Spanish	concept_1058	θintuɾa	θintuɾa	θ i n t u ɾ a		1058
4091	Portuguese	concept_1058	siŋtuɾɐ	siŋtuɾɐ	s i ŋ t u ɾ ɐ		1058
4092	Latin	concept_1058	kɪŋktuːram	kɪŋktuːram	k ɪ ŋ k t uː r a m		1058
4093	French	concept_1059	sɛ̃	sɛ̃	s ɛ̃		1059
4094	Italian	concept_1059	tʃinto	tʃinto	tʃ i n t o		1059
4095	Latin	concept_1059	kɪŋktʊm	kɪŋktʊm	k ɪ ŋ k t ʊ m		1059
415	Romanian	concept_106	askuns	askuns	a s k u n s		106
416	French	concept_106	abskɔ̃	abskɔ̃	a b s k ɔ̃		106
417	Italian	concept_106	askozo	askozo	a s k o z o		106
418	Spanish	concept_106	eskuso	eskuso	e s k u s o		106
419	Latin	concept_106	abskɔnsʊm	abskɔnsʊm	a b s k ɔ n s ʊ m		106
4096	Spanish	concept_1060	θineɾeo	θineɾeo	θ i n e ɾ e o		1060
4097	Latin	concept_1060	kɪnɛrɛʊm	kɪnɛrɛʊm	k ɪ n ɛ r ɛu m		1060
4098	Italian	concept_1061	tʃenno	tʃenno	tʃ e nː o		1061
4099	Spanish	concept_1061	θeɲo	θeɲo	θ e ɲ o		1061
4100	Portuguese	concept_1061	seɲʊ	seɲʊ	s e ɲ ʊ		1061
4101	Latin	concept_1061	kɪnnʊm	kɪnnʊm	k ɪ nː ʊ m		1061
4102	Spanish	concept_1062	θeɾθene	θeɾθene	θ e ɾ θ e n e		1062
4103	Latin	concept_1062	kɪrkɪnɛm	kɪrkɪnɛm	k ɪ r k ɪ n ɛ m		1062
4104	Spanish	concept_1063	θeɾθenaɾ	θeɾθenaɾ	θ e ɾ θ e n a ɾ		1063
4105	Portuguese	concept_1063	seɾəsiaɹ	seɾəsiaɹ	s e ɾ ə s i/j a ɹ		1063
4106	Latin	concept_1063	kɪrkɪnaːrɛ	kɪrkɪnaːrɛ	k ɪ r k ɪ n aː r ɛ		1063
4107	Romanian	concept_1064	tʃearkən	tʃearkən	tʃ ea r k ə n		1064
4108	French	concept_1064	sɛʁn	sɛʁn	s ɛ ʁ n		1064
4109	Italian	concept_1064	tʃertʃine	tʃertʃine	tʃ e r tʃ i n e		1064
